batch_size,learning_rate,max_dropout,max_units,momentum,num_layers,weight_decay,accuracy
173.0,0.026952807033843597,0.4740896610633508,221.0,0.1064238287120269,2.0,0.0777268479902844,61.66051660516605
44.0,0.022688317345271942,0.8272770816554297,534.0,0.3920593942866617,1.0,0.0599523410820642,62.59686346863469
125.0,0.03462074558946508,0.520846196067144,126.0,0.44523283160575655,2.0,0.07334289339664499,61.678966789667896
161.0,0.0026701512190773547,0.907574651630474,407.0,0.8533092977857603,1.0,0.015138785666840971,63.44557195571956
19.0,0.0061775056108052265,0.2268617825847583,135.0,0.33339889994887273,3.0,0.07413794249084163,53.44095940959409
26.0,0.006805522626970645,0.12460811922138482,154.0,0.7514281881951704,4.0,0.030879336682451724,53.44095940959409
21.0,0.006594949493778614,0.7092150333171126,271.0,0.5792231580583477,3.0,0.04167559883991212,61.94649446494465
77.0,0.0035524169252243967,0.8963154770622405,108.0,0.11720580885546354,2.0,0.07583444837525416,61.75738007380074
256.0,0.00011274951422912353,0.2660147223829904,296.0,0.9042857876946424,4.0,0.04850728518813156,56.683579335793354
90.0,0.0006997441955638454,0.785804317688174,219.0,0.4212071861556482,1.0,0.05496351893103623,62.28321033210332
97.0,0.04262563070348451,0.0383600014459029,508.0,0.898755067044244,4.0,0.05555540382778499,53.44095940959409
431.0,0.0013041344488275667,0.2905273465778796,710.0,0.2451272720229875,4.0,0.08164288768196484,51.32380073800738
111.0,0.061773832754296494,0.09526276615648399,437.0,0.30889881687318094,2.0,0.03896611011472718,65.16143911439114
97.0,0.0003518862870838049,0.1140895628049603,310.0,0.14323598413483887,3.0,0.03191877578755807,60.08302583025831
333.0,0.08554782205947149,0.06286346682083044,89.0,0.18650804987924705,4.0,0.08743374153309354,53.44095940959409
276.0,0.00028470680498242243,0.892622323831463,751.0,0.3938351923899983,3.0,0.022483824156524175,59.84778597785978
20.0,0.0014046213733882157,0.5052818674452129,949.0,0.11445455057683085,1.0,0.05639196683599522,62.6429889298893
24.0,0.0007201767460013864,0.5150474520351019,190.0,0.16545297686873198,4.0,0.06568475446886227,53.44095940959409
67.0,0.012701195751609773,0.549903741630228,77.0,0.6413805608693659,4.0,0.04297303022418104,53.44095940959409
93.0,0.026717925497814196,0.7896899748442757,302.0,0.20900271623333003,2.0,0.026931304928700706,66.37915129151291
68.0,0.004393972513713122,0.37789849670367137,677.0,0.4968468611248282,3.0,0.02046989933008522,67.61070110701107
210.0,0.0347647290185388,0.6271868490888557,392.0,0.6577979952283546,4.0,0.04956553362510946,53.44095940959409
103.0,0.0008742452754346709,0.25550892627413957,94.0,0.6531147641245376,2.0,0.023364853852110734,63.26568265682657
63.0,0.03665363099736133,0.663137073293948,192.0,0.3332377762091356,1.0,0.06022234580764636,62.578413284132836
458.0,0.01062801949675027,0.7185367705636856,312.0,0.5453856707908097,3.0,0.016110639591485173,63.74077490774908
346.0,0.007023580922147743,0.0981715035350954,169.0,0.17237331171852932,3.0,0.03880744281221492,60.96863468634687
173.0,0.003323175492315453,0.5779753908046407,73.0,0.25554933672825825,1.0,0.07510491161596416,62.4169741697417
323.0,0.016090324904513023,0.7847028874971258,959.0,0.1887094772170536,4.0,0.0734786986137255,53.44095940959409
131.0,0.0020050965223560226,0.9589100123196298,149.0,0.31241160308178545,1.0,0.09757213815705232,62.36623616236162
427.0,0.019607492594813355,0.226547421131723,332.0,0.10065795566592871,3.0,0.0357487938919233,63.38560885608856
301.0,0.08114148278587686,0.18893842932501292,222.0,0.16102735005555519,4.0,0.05944891304798859,53.44095940959409
69.0,0.0451559452396258,0.4848911684590276,72.0,0.4179163550915317,3.0,0.017197895322120883,68.16881918819189
90.0,0.008071042500912179,0.3660225706426885,220.0,0.3446369454351359,2.0,0.03486819366145144,65.45202952029521
296.0,0.0011157097970032255,0.3381167599123185,619.0,0.5076439255451091,4.0,0.029318538550771562,58.74538745387454
22.0,0.0002178069629426617,0.30284809990502937,560.0,0.12647365696151502,3.0,0.08648840896713841,60.502767527675275
239.0,0.08713378360071967,0.6928288605999772,942.0,0.19829631599717262,1.0,0.0964095731547351,62.34317343173432
35.0,0.0008704888203013295,0.911689574063521,73.0,0.20027255255133553,1.0,0.01402879485117989,63.08579335793358
18.0,0.0006057603605370951,0.3557247209151485,797.0,0.12681357816386366,3.0,0.04064351761662015,63.676199261992615
27.0,0.0004671985937208809,0.48956512337854274,105.0,0.12129958065555003,2.0,0.09159477220591355,60.90405904059041
18.0,0.0005308669117860911,0.7796446753429164,427.0,0.8716595411615862,2.0,0.04148721543673431,64.52952029520294
22.0,0.003999372362728451,0.7934184988802505,135.0,0.4357565435917533,4.0,0.04755735521239003,53.44095940959409
50.0,0.047410136832808744,0.14888319828878738,392.0,0.19724158875955902,4.0,0.0589386681465274,53.44095940959409
16.0,0.05434868635055214,0.2761673288469465,105.0,0.49898721963207054,2.0,0.041880240596031446,64.7370848708487
55.0,0.0009942288614654428,0.37365341779829664,378.0,0.4801979117653181,2.0,0.029961739269793973,64.47878228782288
105.0,0.08018155109732178,0.9643073486393018,76.0,0.13179752562365352,2.0,0.06545242672965322,61.95571955719558
98.0,0.0001291415114015285,0.685317185083675,649.0,0.15113648543764976,4.0,0.07605933617364746,50.078413284132836
269.0,0.0001298245345739707,0.7883669558286482,739.0,0.7326432395135235,4.0,0.07328573621725282,54.97232472324723
84.0,0.012035896700887755,0.43704830427361274,68.0,0.19399488059482997,2.0,0.0712367699645974,61.70664206642067
43.0,0.005996668221955502,0.5351554082642969,120.0,0.7788184524792112,2.0,0.0601293975913935,61.978782287822874
355.0,0.0008915084649593885,0.3448268030038485,427.0,0.8558333987456092,4.0,0.04736702795621827,58.9760147601476
24.0,0.000224661567635242,0.58056803940243,379.0,0.6635625221081021,3.0,0.06324590028019152,60.327490774907744
68.0,0.0020753292766412593,0.5417427669021565,431.0,0.38590286567763643,2.0,0.06536968067206887,62.50922509225092
22.0,0.021796422649167285,0.7385572070311085,419.0,0.29404240079783756,2.0,0.037192858443131555,65.16605166051662
49.0,0.0008546024885679845,0.3461387204690489,95.0,0.19180338691617585,4.0,0.08478781728005824,53.44095940959409
46.0,0.00581948828496339,0.12980398543272442,167.0,0.33259427477770764,4.0,0.053284961463767586,53.44095940959409
43.0,0.0009907289679428142,0.4303768657213849,561.0,0.6156466323678741,2.0,0.07267632000628256,61.91881918819189
133.0,0.015367228395716657,0.5783065708694511,101.0,0.689402996633634,1.0,4.9355776046293136e-05,63.966789667896684
170.0,0.001024289501386458,0.055204111376790044,384.0,0.12794338559073049,3.0,0.06257728183517691,59.64944649446494
32.0,0.0016324502561134444,0.7819919876584366,343.0,0.27791771861087355,2.0,0.07326906360527327,61.73431734317343
43.0,0.00016488503868392895,0.09927705097019224,127.0,0.16470043476943583,2.0,0.09904852394845676,59.75092250922509
370.0,0.06723042085523409,0.11253000461453122,84.0,0.7008824695187875,1.0,0.09518411132530981,62.34317343173432
83.0,0.00010492299261209821,0.9124664421066712,433.0,0.256305225289398,3.0,0.05754829482538062,58.07656826568266
56.0,0.007569054655978518,0.9075415017960841,640.0,0.24025608250736286,1.0,0.08562578336527148,62.42619926199262
33.0,0.00839504361178743,0.27266364074690175,172.0,0.513926654506712,4.0,0.0580315590472236,53.44095940959409
144.0,0.001140135366580667,0.10301647458835728,133.0,0.7708798410537381,1.0,0.05344402244272441,62.59225092250923
16.0,0.018029076816679222,0.43319091187159275,126.0,0.222124317698217,3.0,0.02819111044377557,66.55442804428044
39.0,0.0001382805084634965,0.6834923460622843,270.0,0.4152223461656593,3.0,0.011443894742411928,59.62177121771217
93.0,0.0017930437613253422,0.6401181496219702,99.0,0.47450388516577097,3.0,0.07555314515115212,53.44095940959409
79.0,0.02162418995195087,0.22303538373458942,156.0,0.1809105192054971,1.0,0.03873930161757672,62.79981549815498
18.0,0.00011966758636750169,0.5861207062682025,112.0,0.2518711939768217,1.0,0.03787739772622946,62.09409594095941
401.0,0.018927419975922077,0.8066561574419341,368.0,0.13802646617425796,4.0,0.03243733453393264,53.768450184501845
21.0,0.00011565828324973912,0.6579339147573621,200.0,0.6696945524834628,4.0,0.08976420580921089,53.44095940959409
22.0,0.008174038087458117,0.21757934293269576,131.0,0.1477900130869593,4.0,0.04107883271622073,53.44095940959409
255.0,0.00015986665770919499,0.48581069403548804,633.0,0.5103911088116718,4.0,0.0944161776525898,49.7739852398524
234.0,0.007243577511820035,0.30421856354222954,312.0,0.126074297867645,1.0,0.05565521886672909,62.57380073800738
96.0,0.02238235988078034,0.6935286064208095,89.0,0.3629889986203966,1.0,0.01421136745305944,63.4409594095941
20.0,0.01583988837102542,0.0024553741851678357,125.0,0.7806764502467484,3.0,0.09997891490300849,53.44095940959409
26.0,0.008130600059734094,0.6952221038096837,965.0,0.45284544154397494,1.0,0.0015042866921609911,63.88376383763838
145.0,0.0022113059042582085,0.3376414090127472,81.0,0.4715563008538743,4.0,0.028794870385155557,58.49169741697416
37.0,0.0024891405820382504,0.8785707195716125,862.0,0.148900651273625,2.0,0.022247161503139,65.21217712177122
20.0,0.003467243206511072,0.06494431696960623,76.0,0.8187022842888455,1.0,0.07713127309455606,62.52767527675277
42.0,0.0038921458668587806,0.6007504122402682,99.0,0.10614990861076332,1.0,0.09562950315000611,62.39391143911439
452.0,0.09188386218575315,0.9772485968078792,119.0,0.7422222918630738,1.0,0.09533731986537741,62.37546125461254
84.0,0.0003888327086019664,0.3269925272384149,74.0,0.4993735342419036,4.0,0.08013876318407345,55.913284132841326
31.0,0.006668408875054768,0.9072281961553303,269.0,0.18115274412591675,4.0,0.08223991362420421,53.44095940959409
120.0,0.0007086638908855241,0.4931452379614598,647.0,0.10604249466956017,4.0,0.09455283285365133,53.13653136531366
25.0,0.0005490778881128715,0.24427263550556344,251.0,0.2757208469452912,2.0,0.04989495484902123,63.556273062730625
76.0,0.008890407137285785,0.08789600968271416,89.0,0.37645588326048596,2.0,0.03430727935768668,65.7610701107011
125.0,0.024126393277064558,0.32662323744657806,377.0,0.8473704096964618,1.0,0.01693051438680484,63.413284132841326
37.0,0.005653931746459736,0.056564086106362765,347.0,0.15093568053925252,3.0,0.07289753696596138,53.44095940959409
26.0,0.03922392212289881,0.23354370751586595,201.0,0.25006612192494815,2.0,0.016346362155052124,68.05350553505535
26.0,0.00046159091369529163,0.7107531202262497,726.0,0.10423993305919707,4.0,0.09551558151746518,53.44095940959409
107.0,0.033306239535332724,0.7150324669083761,608.0,0.46779977135301215,1.0,0.020554883890651295,63.26568265682657
197.0,0.046155257515416444,0.5235887520356124,104.0,0.28442436692132533,4.0,0.041742322250241784,53.44095940959409
40.0,0.000947001988567798,0.26246098833617504,501.0,0.12052865617692865,1.0,0.09667227652614657,62.36623616236162
22.0,0.01881957020834801,0.674365285014574,388.0,0.23388359643636536,3.0,0.0648954645837834,53.44095940959409
37.0,0.0010295363120514953,0.374827524931702,335.0,0.5978992801151604,3.0,0.061025627729543286,53.44095940959409
269.0,0.009330543158792544,0.6896834550733111,407.0,0.7184995296508411,2.0,0.0005891466275211781,65.94095940959409
160.0,0.011073411976945582,0.13632272808426893,354.0,0.2632885817495029,1.0,0.034912915319154095,62.91051660516606
137.0,0.014408176957546013,0.3315703570534235,485.0,0.42648483245367613,3.0,0.08375336161999197,53.44095940959409
45.0,0.004164978323077912,0.723580703677589,811.0,0.10067637623545597,1.0,0.05527062021773844,62.65682656826568
430.0,0.0019511985133691856,0.052741853756089196,78.0,0.9595407122699486,1.0,0.07197939736026673,62.49077490774908
172.0,0.00020298481192186147,0.5713238343024644,453.0,0.18223894878364988,2.0,0.02733359924411275,59.59870848708487
75.0,0.0005287297926086736,0.2210223417135454,177.0,0.600665865225869,2.0,0.08111132565282547,62.06180811808119
50.0,0.014222179275629496,0.5935774835795399,414.0,0.2813309685721004,3.0,0.08952298293494979,53.44095940959409
144.0,0.00255546924752088,0.825042341147564,164.0,0.34707350213246696,4.0,0.05457120004218683,53.45018450184502
67.0,0.001099598180633285,0.8296334944498794,865.0,0.2555466670977548,3.0,0.06025401881708268,60.221402214022135
27.0,0.0027713730769853076,0.8492969792327226,269.0,0.39980763106496536,3.0,0.09810360409189553,53.44095940959409
241.0,0.00021988802220641981,0.6888627728597667,67.0,0.11983451451773197,3.0,0.05537601647910879,46.715867158671585
244.0,0.0008095670071352202,0.8115064829316995,600.0,0.45935065339728387,3.0,0.026986233255956612,60.299815498154985
76.0,0.00037042526715106106,0.43950392881341027,490.0,0.409978256778948,3.0,0.029444972485088147,61.60516605166052
33.0,0.039667924500194046,0.418722019865265,201.0,0.4149241216027382,1.0,0.04361611486812623,62.827490774907744
28.0,0.06898253680693216,0.5501043660221061,696.0,0.3617511626835637,4.0,0.08696005270700964,53.44095940959409
383.0,0.05675487710716247,0.5885419136419221,133.0,0.6664134724506575,4.0,0.07279786871210742,53.44095940959409
134.0,0.09788154215709242,0.2791654521552399,90.0,0.26378271706807876,2.0,0.011257171288158563,68.73154981549816
283.0,0.0003707899515896631,0.7454642252783003,448.0,0.5218490568484075,1.0,0.0463779966863251,59.46955719557195
45.0,0.00036604668143439066,0.7263021743090906,926.0,0.5070416408209176,3.0,0.05596881005590335,61.23616236162361
121.0,0.0016472609736787821,0.3401764847133385,140.0,0.1649237969270516,1.0,0.0024342940640036635,62.68911439114391
510.0,0.0026713248130498498,0.9155792876383765,95.0,0.9796931136467554,1.0,0.04587736902519407,62.67527675276753
189.0,0.013342449242933674,0.25596660466943455,1006.0,0.41694464507769025,3.0,0.0021724005756691023,69.19280442804428
344.0,0.01814070465497382,0.07791235871612434,968.0,0.3344851178712066,2.0,0.09075629978645162,61.45756457564575
66.0,0.00011278311585023566,0.1416920629467603,137.0,0.3762044097575339,1.0,0.01992827019350229,59.39575645756457
19.0,0.0038416324993315117,0.5139810767010883,75.0,0.8659021716451787,2.0,0.024381782419494392,66.59594095940959
95.0,0.058231115980251706,0.8531957688177744,257.0,0.41854906670161224,1.0,0.024225477190315474,63.16881918819188
74.0,0.013943456054646251,0.7242886677749957,140.0,0.4750992954151488,3.0,0.0029068968873206856,69.17435424354244
88.0,0.018027898304831643,0.1837887038559164,693.0,0.8497870685686542,1.0,0.06312429679405106,62.50461254612546
425.0,0.046669498922836804,0.11599149902724981,449.0,0.40378175569172264,1.0,0.09369859586726047,62.34317343173432
