x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,accuracy
0.007948790956170251,0.0,1.0,0.0,1.0,0.602518834063513,0.0,1.0,0.0,1.0,0.6190316694960905,0.19365497721289957,0.6914,0.0,0.0,1.0,0.966453
0.4645402622270221,0.0,1.0,0.0,1.0,0.5676283007222224,0.0,1.0,0.0,1.0,0.7889289191821243,0.03140591593479797,0.3506,0.0,0.0,1.0,0.94663
0.8879647497652631,0.0,1.0,0.9063486405683046,0.0,0.40869996580168355,0.3020370648298571,0.0,0.9672447755871293,0.0,0.7307560798528275,0.05795789534999654,0.1602,0.0,1.0,0.0,0.929857
0.40529208022759655,0.0,1.0,0.0,1.0,0.5983075709335111,0.0,1.0,0.0,1.0,0.5702519349923683,0.7142125735026754,0.3878,0.0,0.0,1.0,0.9448
0.10131584582675135,0.5333333333333333,0.0,0.9036138020204909,0.0,0.029088224869630617,0.7029914906220714,0.0,0.7163021891514811,0.0,0.9428582405241724,0.09458203944883135,0.1432,0.0,1.0,0.0,0.860018
0.21814293872826307,0.0,1.0,0.0,1.0,0.3477404858360072,0.0,1.0,0.0,1.0,0.3249473371927531,0.07617855389246507,0.7174,0.0,0.0,1.0,0.971638
0.18043240411908312,0.8,0.0,0.8338398233932547,0.0,0.5676715988731849,0.03280380340508414,0.0,0.9773551093729196,0.0,0.7545739141400186,0.2326215317551131,0.0402,0.0,1.0,0.0,0.860018
0.25483804307764557,0.0,1.0,0.0,1.0,0.394372470320059,0.0,1.0,0.0,1.0,0.26077730275435507,0.2787201804764899,0.285,0.0,0.0,1.0,0.971638
0.9490755623888287,0.3333333333333333,0.0,0.672175304224996,0.0,0.5828755895832761,0.20567451953212268,0.0,0.5219946921384133,0.0,0.03359280607957092,0.7935465336697486,0.0906,0.0,1.0,0.0,0.922537
0.8289282728555777,0.8,0.0,0.891222400827387,0.0,0.4779038108862989,0.5949075013190678,0.0,0.7595380593111664,0.0,0.03799294000769128,0.6277979590655007,0.9118,0.0,1.0,0.0,0.937481
0.602912683834253,0.0,1.0,0.0,1.0,0.3801295109867795,0.0,1.0,0.0,1.0,0.7633168665105995,0.7393557655063956,0.118,0.0,0.0,1.0,0.921317
0.059730244090234356,0.0,1.0,0.0,1.0,0.9710409587278237,0.0,1.0,0.0,1.0,0.2944510070429739,0.7857580750807457,0.4808,0.0,0.0,1.0,0.913083
0.1982240991591153,0.8,0.0,0.9465216664186357,0.0,0.8451865766798471,0.9893816087102042,0.0,0.0417558949901004,0.0,0.7036284389752278,0.2361945248121331,0.7262,0.0,1.0,0.0,0.897835
0.7424979705988304,0.8,0.0,0.7815644279917269,0.0,0.319739771290551,0.65668572885868,0.0,0.4872169595137789,0.0,0.03715048435716758,0.38297404982640093,0.2032,0.0,1.0,0.0,0.961574
0.8311138710573388,0.0,1.0,0.0,1.0,0.47673160026275535,0.0,1.0,0.0,1.0,0.37311163868649927,0.4061056766200167,0.8642,0.0,0.0,1.0,0.972248
0.4828862778000912,0.2,0.0,0.6581970982708473,0.0,0.7399972240641256,0.969859746902503,0.0,0.970546825305779,0.0,0.5296616374558912,0.3509372723218152,0.8098,0.0,1.0,0.0,0.974992
0.4499724795977789,0.6,0.0,0.7858109551263779,0.0,0.40185290310917,0.4994585749475859,0.0,0.45453248052986645,0.0,0.036464410317073995,0.020929027624231128,0.0508,0.0,1.0,0.0,0.956389
0.10557571757779997,0.8,0.0,0.8028987615404305,0.0,0.9189923773744704,0.12174940982535412,0.0,0.6005415841941781,0.0,0.8211825713735047,0.5595617497608179,0.3972,0.0,1.0,0.0,0.899055
0.9649309976690486,0.0,1.0,0.0,1.0,0.7431281671505534,0.0,1.0,0.0,1.0,0.2215492996956631,0.3758647908928469,0.1944,0.0,0.0,1.0,0.971943
0.5955431145286335,0.0,1.0,0.0,1.0,0.28225269842248074,0.0,1.0,0.0,1.0,0.9578133858866759,0.04551074924377855,0.801,0.0,0.0,1.0,0.919183
0.5016044847208943,0.6666666666666666,0.0,0.9944044813530145,0.0,0.7072804836146456,0.4218222864468227,0.0,0.4730002033413022,0.0,0.8408151387438626,0.42975270456032716,0.737,0.0,1.0,0.0,0.860018
0.8282169729498208,0.0,1.0,0.0,1.0,0.9896517691619878,0.0,1.0,0.0,1.0,0.14788705704695704,0.7697868978098656,0.65,0.0,0.0,1.0,0.924977
0.5835183328827275,0.0,1.0,0.0,1.0,0.5355407085446637,0.0,1.0,0.0,1.0,0.5101528493392173,0.7133284231062326,0.9644,0.0,0.0,1.0,0.94358
0.367133571567046,0.0,1.0,0.0,1.0,0.9745421296673823,0.0,1.0,0.0,1.0,0.12820957661436266,0.028687316273109047,0.3056,0.0,0.0,1.0,0.967978
0.3739247263283118,0.0,1.0,0.0,1.0,0.589615545477838,0.0,1.0,0.0,1.0,0.0691122371422315,0.3276692043896861,0.6792,0.0,0.0,1.0,0.971638
0.42044732310236943,0.13333333333333333,0.0,0.8383398490628708,0.0,0.9385609443142735,0.38088127209413186,0.0,0.38003868985002354,0.0,0.0050798133505790795,0.09976029487432071,0.8316,0.0,1.0,0.0,0.958829
0.7046966808984861,0.0,1.0,0.0,1.0,0.8036770127314097,0.0,1.0,0.0,1.0,0.6684455212954405,0.9562910415439497,0.7584,0.0,0.0,1.0,0.911558
0.20777642190107318,0.6,0.0,0.7988562942631489,0.0,0.7876713505557589,0.8276600020097364,0.0,0.20701088393082734,0.0,0.053064875664888066,0.4854633093585244,0.1242,0.0,1.0,0.0,0.956999
0.10729570351794591,0.0,1.0,0.0,1.0,0.9648250634812645,0.0,1.0,0.0,1.0,0.6094746591991724,0.74549582501841,0.5632,0.0,0.0,1.0,0.929247
0.8631436306797988,0.0,1.0,0.0,1.0,0.13526624653960276,0.0,1.0,0.0,1.0,0.12578238433100997,0.18958521604895776,0.353,0.0,0.0,1.0,0.966148
0.455775339004077,0.0,1.0,0.0,1.0,0.08783479952726796,0.0,1.0,0.0,1.0,0.39623126185478025,0.27916141154181257,0.8052,0.0,0.0,1.0,0.974077
0.06320988965871353,0.0,1.0,0.0,1.0,0.8171009234085679,0.0,1.0,0.0,1.0,0.0664791764552109,0.7646543344337666,0.7782,0.0,0.0,1.0,0.922537
0.7981348055859743,0.0,1.0,0.0,1.0,0.7423378945184856,0.0,1.0,0.0,1.0,0.5961328438056499,0.12528452036739715,0.5162,0.0,0.0,1.0,0.968283
0.741813967427316,0.0,1.0,0.0,1.0,0.6087572333679161,0.0,1.0,0.0,1.0,0.6548410405554379,0.6587210199061134,0.5668,0.0,0.0,1.0,0.947545
0.1102056863038829,0.0,1.0,0.0,1.0,0.11639871042078748,0.0,1.0,0.0,1.0,0.3208644088764458,0.48209066334975387,0.4512,0.0,0.0,1.0,0.969503
0.7143801865796903,0.4666666666666667,0.0,0.8238234442503942,0.0,0.5765436360690043,0.6708094573862535,0.0,0.6210213171660732,0.0,0.07055177013257924,0.09153055089065698,0.0542,0.0,1.0,0.0,0.960049
0.380045015080389,0.4666666666666667,0.0,0.7374217708319933,0.0,0.320883180044985,0.8484425768523357,0.0,0.21517187734611157,0.0,0.4831681878948142,0.03329442939855009,0.402,0.0,1.0,0.0,0.966453
0.37262902327995967,0.0,1.0,0.0,1.0,0.2601229770960705,0.0,1.0,0.0,1.0,0.14415399399806386,0.04088402747175728,0.7826,0.0,0.0,1.0,0.966148
0.06604974434282908,0.26666666666666666,0.0,0.6724090944499833,0.0,0.4577060626115311,0.7613491554247827,0.0,0.4154585209930923,0.0,0.8319813555541188,0.476658882483551,0.118,0.0,1.0,0.0,0.926807
0.8679106882686127,0.7333333333333333,0.0,0.8642297275401193,0.0,0.76624650910084,0.5108032464461622,0.0,0.37857054454627304,0.0,0.9740132205844149,0.455276880367148,0.1456,0.0,1.0,0.0,0.945105
0.7895656791984553,0.8666666666666667,0.0,0.6640933234411406,0.0,0.6405063531157253,0.06014387249809637,0.0,0.5702495176894801,0.0,0.8044409172307515,0.5431188182362937,0.6696,0.0,1.0,0.0,0.972553
0.7861986808946663,0.8666666666666667,0.0,0.6736083743548095,0.0,0.27800750213215814,0.7795352872174734,0.0,0.8866254550925792,0.0,0.2416255156537829,0.37904668328866464,0.7268,0.0,1.0,0.0,0.971333
0.031635515295006765,0.6,0.0,0.85647190021291,0.0,0.4392058028871216,0.49880873738287845,0.0,0.7551656675094104,0.0,0.8765564223331775,0.5585088028969685,0.091,0.0,1.0,0.0,0.874962
0.031756497801578125,0.13333333333333333,0.0,0.707679933604003,0.0,0.5842739006653651,0.5129900405683823,0.0,0.1703520734153199,0.0,0.7132471899734697,0.10638457302571411,0.4332,0.0,1.0,0.0,0.909119
0.8357699817441175,0.0,1.0,0.0,1.0,0.3116816412147566,0.0,1.0,0.0,1.0,0.6294234992027149,0.5480135389371478,0.2442,0.0,0.0,1.0,0.960049
0.7102186125030584,0.0,1.0,0.0,1.0,0.9025182514554327,0.0,1.0,0.0,1.0,0.17088260818860695,0.5642853631578353,0.0932,0.0,0.0,1.0,0.965538
0.007671889231490351,0.06666666666666667,0.0,0.7384161508416677,0.0,0.015554042888719966,0.6356383437456611,0.0,0.18018872606768402,0.0,0.8550884168380438,0.803491830784024,0.1504,0.0,1.0,0.0,0.860018
0.6725704613464157,0.6,0.0,0.9523785980616422,0.0,0.7621378168452001,0.7421880445759691,0.0,0.9737209842746304,0.0,0.7903755349957691,0.32999894189687773,0.2272,0.0,1.0,0.0,0.926502
0.49108960697636866,0.0,1.0,0.0,1.0,0.7309671722969496,0.0,1.0,0.0,1.0,0.4766114148423295,0.7819447502731566,0.1372,0.0,0.0,1.0,0.922537
0.4990202148046601,0.0,1.0,0.0,1.0,0.43690009287581205,0.0,1.0,0.0,1.0,0.39698050052757866,0.22093596111809768,0.1832,0.0,0.0,1.0,0.974382
0.4892808181967971,0.0,1.0,0.0,1.0,0.22382685088662493,0.0,1.0,0.0,1.0,0.7075759806371927,0.6138202677725134,0.947,0.0,0.0,1.0,0.945105
0.43532273502891544,0.0,1.0,0.0,1.0,0.3538881391936924,0.0,1.0,0.0,1.0,0.7391648724549685,0.3203181645358438,0.9458,0.0,0.0,1.0,0.951205
0.7136348465852658,0.26666666666666666,0.0,0.9714806992825784,0.0,0.6361701391563478,0.8877582816672279,0.0,0.3149125593899902,0.0,0.04316173427612113,0.4156130488148805,0.7134,0.0,1.0,0.0,0.919183
0.05679293363389466,0.4666666666666667,0.0,0.6980983256616314,0.0,0.6600738327005079,0.7963436178216118,0.0,0.5359408610850603,0.0,0.5444901439896328,0.7860482637126042,0.0506,0.0,1.0,0.0,0.928942
0.6350104061117864,0.7333333333333333,0.0,0.6756523854204656,0.0,0.3352513174578541,0.5392121234477139,0.0,0.807772708104959,0.0,0.3043552655282144,0.5497919879880313,0.045,0.0,1.0,0.0,0.972248
0.8669886217953341,0.0,1.0,0.0,1.0,0.622780994269394,0.0,1.0,0.0,1.0,0.9675441383892177,0.46128616090176605,0.8578,0.0,0.0,1.0,0.917963
0.9933539772692782,0.0,1.0,0.0,1.0,0.4408239666767327,0.0,1.0,0.0,1.0,0.9100704964151055,0.8743319356972897,0.986,0.0,0.0,1.0,0.915523
0.3680441593686986,0.0,1.0,0.0,1.0,0.5890101867642061,0.0,1.0,0.0,1.0,0.6162257639452213,0.6275070217511022,0.1606,0.0,0.0,1.0,0.948765
0.36135892820920984,0.0,1.0,0.0,1.0,0.705099099028946,0.0,1.0,0.0,1.0,0.20382355937784874,0.14191548405524532,0.473,0.0,0.0,1.0,0.969503
0.39944914315109387,0.06666666666666667,0.0,0.7946815040114292,0.0,0.6683242241412141,0.9924385640378683,0.0,0.6996638807704386,0.0,0.495424363735102,0.5224706292774631,0.31,0.0,1.0,0.0,0.954254
0.0044770711264643555,0.0,1.0,0.0,1.0,0.3008076390655001,0.0,1.0,0.0,1.0,0.9843999810736106,0.892867900398612,0.1986,0.0,0.0,1.0,0.860018
0.3369311063574995,0.0,1.0,0.0,1.0,0.23098006734957824,0.0,1.0,0.0,1.0,0.7619603713405189,0.8718016998757897,0.7632,0.0,0.0,1.0,0.915218
0.9167706405364932,0.6,0.0,0.9303485468523174,0.0,0.5214721539716022,0.27578213114165434,0.0,0.03259736830184798,0.0,0.8048268682076827,0.06303728153443364,0.8004,0.0,1.0,0.0,0.925282
0.6739072489784712,0.5333333333333333,0.0,0.6745068942139671,0.0,0.3445241194871809,0.990306618977901,0.0,0.9760357021401991,0.0,0.4071314902482924,0.8891184788346546,0.1082,0.0,1.0,0.0,0.939311
0.24379986821427724,0.8666666666666667,0.0,0.7914090093717926,0.0,0.8779478029886325,0.25554882227042214,0.0,0.029398170288519043,0.0,0.6454214686846482,0.9281261020515736,0.1998,0.0,1.0,0.0,0.860018
0.3277015926307915,0.0,1.0,0.0,1.0,0.809097374596576,0.0,1.0,0.0,1.0,0.6708814190171959,0.0697821595747777,0.5636,0.0,0.0,1.0,0.961574
0.3229310055779279,0.0,1.0,0.0,1.0,0.7567157310450069,0.0,1.0,0.0,1.0,0.9794943632976848,0.6928770368955445,0.5002,0.0,0.0,1.0,0.915523
0.10927634928599002,0.0,1.0,0.0,1.0,0.9218492771922993,0.0,1.0,0.0,1.0,0.018588824996056796,0.01509019150215998,0.368,0.0,0.0,1.0,0.967063
0.3023134058860249,0.6666666666666666,0.0,0.7135785166509494,0.0,0.44108167354212424,0.3172252511631117,0.0,0.1299493313234813,0.0,0.43381131957383623,0.2459057178205097,0.0454,0.0,1.0,0.0,0.9509
0.5185915755814433,0.4666666666666667,0.0,0.7124838629944019,0.0,0.30411564289902715,0.7673591362716288,0.0,0.6378241907902433,0.0,0.8191506131843,0.8381021534746288,0.4818,0.0,1.0,0.0,0.892345
0.07634090807419644,0.3333333333333333,0.0,0.7898298395959441,0.0,0.7403977623459332,0.4429087551955281,0.0,0.45997438203064833,0.0,0.2626297807871387,0.9502963166317643,0.7446,0.0,1.0,0.0,0.860628
0.5861801715044608,0.0,1.0,0.0,1.0,0.35057522316982764,0.0,1.0,0.0,1.0,0.19008937863059266,0.1965550282108125,0.144,0.0,0.0,1.0,0.967978
0.6246208859434569,0.0,1.0,0.6901204990913693,0.0,0.1581940140387095,0.5785435212767105,0.0,0.8382373160713693,0.0,0.22045755951130336,0.2669580802544242,0.2704,0.0,1.0,0.0,0.973468
0.8947523665482163,0.4666666666666667,0.0,0.7277978753672387,0.0,0.9578778954395103,0.0162847233243601,0.0,0.07807319310242626,0.0,0.6695698385234722,0.281330657108935,0.7938,0.0,1.0,0.0,0.957609
0.8993903654490089,0.0,1.0,0.0,1.0,0.7513995335997636,0.0,1.0,0.0,1.0,0.109335749316297,0.06191865883945614,0.279,0.0,0.0,1.0,0.964623
0.6658002412843151,0.3333333333333333,0.0,0.6793636882617045,0.0,0.6142920785823026,0.8592552875604436,0.0,0.6457219389565386,0.0,0.2416816567326211,0.561450059005226,0.421,0.0,1.0,0.0,0.975297
0.9210910659336746,0.3333333333333333,0.0,0.9010602501672105,0.0,0.07033405190549623,0.7563661502041993,0.0,0.596367728452253,0.0,0.1262435702769133,0.49294633192667675,0.9104,0.0,1.0,0.0,0.860018
0.33953779529987943,0.0,1.0,0.0,1.0,0.5678998221188243,0.0,1.0,0.0,1.0,0.06905300653979392,0.6976603235117218,0.5656,0.0,0.0,1.0,0.94846
0.020881774077648223,0.0,1.0,0.0,1.0,0.1385940847066343,0.0,1.0,0.0,1.0,0.17457014610664226,0.26927971166467013,0.243,0.0,0.0,1.0,0.967978
0.23701178262344647,0.0,1.0,0.0,1.0,0.7370152274272855,0.0,1.0,0.0,1.0,0.3748550370275064,0.7616158515163081,0.7998,0.0,0.0,1.0,0.931991
0.38736135843602015,0.3333333333333333,0.0,0.9090928824792419,0.0,0.24947440436527957,0.3367188814249406,0.0,0.19394185268943065,0.0,0.6592042147788519,0.607721573938965,0.2312,0.0,1.0,0.0,0.860018
0.34576958001039837,0.0,1.0,0.0,1.0,0.49583776424101383,0.0,1.0,0.0,1.0,0.06745027081119391,0.7539630379255781,0.4312,0.0,0.0,1.0,0.935346
0.0861903851722594,0.0,1.0,0.0,1.0,0.4920540425857969,0.0,1.0,0.0,1.0,0.35204280106262514,0.6984755419863696,0.0138,0.0,0.0,1.0,0.901494
0.0753465164717379,0.0,1.0,0.0,1.0,0.9938371013195411,0.0,1.0,0.0,1.0,0.1576892108649559,0.008272906504852125,0.5566,0.0,0.0,1.0,0.969198
0.8657021854071755,0.3333333333333333,0.0,0.9388335043376558,0.0,0.7988424057563223,0.2598063966733948,0.0,0.48386254363950176,0.0,0.8496446979540423,0.2371422771478956,0.261,0.0,1.0,0.0,0.922842
0.2850049844980032,0.7333333333333333,0.0,0.7056542816198172,0.0,0.844571509306192,0.3863150784063664,0.0,0.4887324398807918,0.0,0.7048464208115498,0.9718487613576526,0.456,0.0,1.0,0.0,0.888686
0.7474341788850218,0.0,1.0,0.0,1.0,0.1391471032254302,0.0,1.0,0.0,1.0,0.02642951503524003,0.30278257618967963,0.0812,0.0,0.0,1.0,0.969503
0.3889375430003152,0.0,1.0,0.0,1.0,0.9287538914672456,0.0,1.0,0.0,1.0,0.8223940401695591,0.10800808912101871,0.0902,0.0,0.0,1.0,0.942056
0.7166027587381798,0.0,1.0,0.0,1.0,0.813871766085848,0.0,1.0,0.0,1.0,0.0911237883665439,0.15805281419206146,0.353,0.0,0.0,1.0,0.965538
0.8415531429262021,0.9333333333333333,0.0,0.8642310294688935,0.0,0.2284703010818582,0.35898107053893863,0.0,0.2596319903039094,0.0,0.22863835209458244,0.4417456593698741,0.9078,0.0,1.0,0.0,0.936261
0.05600100758584046,0.0,1.0,0.0,1.0,0.7655266269897951,0.0,1.0,0.0,1.0,0.7896386087775448,0.6983350062598997,0.218,0.0,0.0,1.0,0.905154
0.23267599457123805,0.5333333333333333,0.0,0.9097274207272166,0.0,0.9691559896820717,0.9251530513303815,0.0,0.9893517912631941,0.0,0.3972010184945493,0.7357748473284347,0.8696,0.0,1.0,0.0,0.935041
0.0980944198405023,0.0,1.0,0.0,1.0,0.47817237430470155,0.0,1.0,0.0,1.0,0.8738648430491502,0.21360387724334995,0.6442,0.0,0.0,1.0,0.931991
0.9108877829448111,0.13333333333333333,0.0,0.7261174148531452,0.0,0.2217651137715609,0.45935222223216315,0.0,0.12133023259374492,0.0,0.9263916891448882,0.38727109193878473,1.0,0.0,1.0,0.0,0.956999
0.15222571184717967,0.0,1.0,0.0,1.0,0.595453196014579,0.0,1.0,0.0,1.0,0.22258945018805407,0.3837456667483246,0.553,0.0,0.0,1.0,0.972248
0.4205789712438956,0.9333333333333333,0.0,0.6629266532701613,0.0,0.21239455503326973,0.20320084656917936,0.0,0.8324679029840553,0.0,0.8161484610892026,0.17333324829416763,0.8654,0.0,1.0,0.0,0.963708
0.5489069247437331,0.0,1.0,0.0,1.0,0.11507565524955456,0.0,1.0,0.0,1.0,0.882488355039738,0.4978858590574261,0.4558,0.0,0.0,1.0,0.925587
0.22676378913738493,0.06666666666666667,0.0,0.8696921259197238,0.0,0.45120296337520555,0.8794640621123351,0.0,0.9594129138222746,0.0,0.839258606933633,0.3275156458143969,0.1202,0.0,1.0,0.0,0.886856
0.02494078227750935,0.06666666666666667,0.0,0.6814380566980894,0.0,0.4012459725039431,0.5094512864937917,0.0,0.8777066680582234,0.0,0.520369560107896,0.41877332629732966,0.3174,0.0,1.0,0.0,0.920098
0.3613497171889553,0.0,1.0,0.0,1.0,0.3854661835366229,0.0,1.0,0.0,1.0,0.5128024631565591,0.14441559268681645,0.5896,0.0,0.0,1.0,0.970113
0.22634643099779125,0.0,1.0,0.0,1.0,0.4759356002733406,0.0,1.0,0.0,1.0,0.9605080930104644,0.6606393426681706,0.9704,0.0,0.0,1.0,0.916438
0.07413217737583584,0.06666666666666667,0.0,0.7089606423752534,0.0,0.9718450125952199,0.12132238144160863,0.0,0.8146714810529404,0.0,0.6801977290332974,0.2987613009543792,0.4916,0.0,1.0,0.0,0.909729
0.16076823572028714,0.0,1.0,0.9914563213385754,0.0,0.8357677708117996,0.8498697554220851,0.0,0.26488453036368703,0.0,0.8593495069280904,0.18569093480736307,0.6772,0.0,1.0,0.0,0.860018
0.644468130317367,0.6666666666666666,0.0,0.9602300510598467,0.0,0.44132696616604783,0.7482360047102792,0.0,0.8612490589685505,0.0,0.17795384015317747,0.04403279894794527,0.4884,0.0,1.0,0.0,0.917658
0.16490271829973308,0.0,1.0,0.0,1.0,0.39246041356101363,0.0,1.0,0.0,1.0,0.6610703370023875,0.1868630791797815,0.067,0.0,0.0,1.0,0.958219
0.6285210280737715,0.7333333333333333,0.0,0.9125434861794672,0.0,0.25215941570676625,0.3975684671304976,0.0,0.6426202537486806,0.0,0.2585389837966227,0.5361151161609355,0.9384,0.0,1.0,0.0,0.924062
0.03703629608860046,0.06666666666666667,0.0,0.9884850956780761,0.0,0.09107513844531277,0.8762374152863714,0.0,0.374626134835813,0.0,0.9408225462697626,0.7236156987625215,0.0576,0.0,1.0,0.0,0.860018
0.9326158750527485,1.0,0.0,0.7123492747509713,0.0,0.10747735154629838,0.21892969366578272,0.0,0.3278793792215135,0.0,0.648765126458819,0.493281923265952,0.9244,0.0,1.0,0.0,0.962489
0.019276321449542402,0.06666666666666667,0.0,0.666183666686381,0.0,0.25480452973400186,0.8682267964531559,0.0,0.437071451174473,0.0,0.08964903005291074,0.07417994910494834,0.0594,0.0,1.0,0.0,0.907289
0.3079453443910732,0.0,1.0,0.0,1.0,0.3978544565450666,0.0,1.0,0.0,1.0,0.489688483158443,0.5308025807039523,0.7074,0.0,0.0,1.0,0.967368
0.3241010766838296,0.7333333333333333,0.0,0.9689549236843384,0.0,0.015533233893948168,0.39557602362681227,0.0,0.8377204269782385,0.0,0.21452386453414624,0.30076876439928213,0.2982,0.0,1.0,0.0,0.860018
0.021536834406964713,0.06666666666666667,0.0,0.9239139908438022,0.0,0.6599876471254038,0.2690387750619801,0.0,0.841861465366603,0.0,0.9680980625165178,0.6966003672135395,0.6374,0.0,1.0,0.0,0.860018
0.6070895846605366,0.0,1.0,0.0,1.0,0.3750509688352569,0.0,1.0,0.0,1.0,0.24108258855385162,0.053576843887657884,0.9736,0.0,0.0,1.0,0.967978
0.16353589332132712,0.0,1.0,0.0,1.0,0.3518682491810918,0.0,1.0,0.0,1.0,0.10958253329090802,0.5433580251559144,0.8488,0.0,0.0,1.0,0.968588
0.9620335445124951,0.0,1.0,0.0,1.0,0.056642281913058465,0.0,1.0,0.0,1.0,0.08970531860356887,0.9039900904891297,0.1242,0.0,0.0,1.0,0.915218
0.018241779211206077,0.0,1.0,0.0,1.0,0.5785262614703982,0.0,1.0,0.0,1.0,0.6352069785099939,0.3762361871384141,0.4128,0.0,0.0,1.0,0.962489
0.33966525974496353,0.4666666666666667,0.0,0.828594659931353,0.0,0.31604549890536954,0.6959046885315703,0.0,0.23965453022636404,0.0,0.8803792894180993,0.7554533277930255,0.1404,0.0,1.0,0.0,0.860018
0.9369962636944839,0.0,1.0,0.0,1.0,0.6971045596634602,0.0,1.0,0.0,1.0,0.648009791477174,0.8837369579249005,0.788,0.0,0.0,1.0,0.915218
0.15470009389610148,0.0,1.0,0.0,1.0,0.5773061958168517,0.0,1.0,0.0,1.0,0.3193137701042325,0.9591792600839439,0.4648,0.0,0.0,1.0,0.911558
0.9942023735629263,0.0,1.0,0.0,1.0,0.7024057138896042,0.0,1.0,0.0,1.0,0.8153756609072577,0.5002099101157446,0.8746,0.0,0.0,1.0,0.937481
0.3685696875854214,0.6,0.0,0.7599261021827889,0.0,0.7150313695380808,0.008683394383420685,0.0,0.8787658340753556,0.0,0.812034988048744,0.44986200481009636,0.5088,0.0,1.0,0.0,0.889905
0.683364118183001,0.0,1.0,0.0,1.0,0.20759946770865703,0.0,1.0,0.0,1.0,0.6565094463733803,0.10103069379637393,0.9574,0.0,0.0,1.0,0.963708
